,Unnamed: 0,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Year,Month,Date,Day_of_Week,Part_of_Day
20921,20921,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,want,2021-06-05 08:08:00,audio,science,positive,70,2021,June,5,Saturday,Morning
20922,20922,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,super love,2020-12-26 15:12:00,audio,science,positive,75,2020,December,26,Saturday,Afternoon
20923,20923,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,interested,2021-05-15 10:08:00,audio,science,positive,30,2021,May,15,Saturday,Morning
20924,20924,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,disgust,2021-01-31 16:57:00,audio,science,negative,0,2021,January,31,Sunday,Afternoon
20925,20925,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,adore,2021-04-24 08:10:00,audio,science,positive,72,2021,April,24,Saturday,Morning
20926,20926,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,intrigued,2020-10-10 07:00:00,audio,science,positive,45,2020,October,10,Saturday,Morning
20927,20927,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,want,2021-03-27 03:27:00,audio,science,positive,70,2021,March,27,Saturday,Night
20928,20928,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,intrigued,2021-03-06 21:33:00,audio,science,positive,45,2021,March,6,Saturday,Night
20929,20929,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,like,2021-05-27 22:45:00,audio,science,positive,50,2021,May,27,Thursday,Night
20930,20930,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,dislike,2021-04-30 11:26:00,audio,science,negative,10,2021,April,30,Friday,Morning
20931,20931,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,want,2020-06-25 23:26:00,audio,science,positive,70,2020,June,25,Thursday,Night
20932,20932,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,hate,2020-08-23 14:21:00,audio,science,negative,5,2020,August,23,Sunday,Afternoon
20933,20933,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,intrigued,2021-02-27 04:50:00,audio,science,positive,45,2021,February,27,Saturday,Night
20934,20934,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,indifferent,2020-10-06 16:02:00,audio,science,neutral,20,2020,October,6,Tuesday,Afternoon
20935,20935,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,like,2020-08-14 01:45:00,audio,science,positive,50,2020,August,14,Friday,Night
20936,20936,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,adore,2020-11-12 00:58:00,audio,science,positive,72,2020,November,12,Thursday,Night
20937,20937,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,disgust,2021-04-01 06:19:00,audio,science,negative,0,2021,April,1,Thursday,Morning
20938,20938,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,disgust,2020-09-12 20:20:00,audio,science,negative,0,2020,September,12,Saturday,Evening
20939,20939,4304a382-1527-4e7d-af7b-691d976f9ad4,scared,2020-06-23 22:04:00,video,tennis,negative,15,2020,June,23,Tuesday,Night
20940,20940,4304a382-1527-4e7d-af7b-691d976f9ad4,heart,2020-12-06 08:36:00,video,tennis,positive,60,2020,December,6,Sunday,Morning
20941,20941,4304a382-1527-4e7d-af7b-691d976f9ad4,scared,2021-03-03 08:50:00,video,tennis,negative,15,2021,March,3,Wednesday,Morning
20942,20942,4304a382-1527-4e7d-af7b-691d976f9ad4,disgust,2020-08-22 20:22:00,video,tennis,negative,0,2020,August,22,Saturday,Evening
20943,20943,4304a382-1527-4e7d-af7b-691d976f9ad4,indifferent,2021-06-06 07:23:00,video,tennis,neutral,20,2021,June,6,Sunday,Morning
20944,20944,4304a382-1527-4e7d-af7b-691d976f9ad4,intrigued,2020-10-21 03:50:00,video,tennis,positive,45,2020,October,21,Wednesday,Night
20945,20945,4304a382-1527-4e7d-af7b-691d976f9ad4,super love,2020-06-24 12:56:00,video,tennis,positive,75,2020,June,24,Wednesday,Afternoon
20946,20946,4304a382-1527-4e7d-af7b-691d976f9ad4,dislike,2020-09-26 22:59:00,video,tennis,negative,10,2020,September,26,Saturday,Night
20947,20947,4304a382-1527-4e7d-af7b-691d976f9ad4,peeking,2021-04-27 01:44:00,video,tennis,neutral,35,2021,April,27,Tuesday,Night
20948,20948,4304a382-1527-4e7d-af7b-691d976f9ad4,hate,2021-03-24 05:48:00,video,tennis,negative,5,2021,March,24,Wednesday,Morning
20949,20949,4304a382-1527-4e7d-af7b-691d976f9ad4,dislike,2021-06-07 11:23:00,video,tennis,negative,10,2021,June,7,Monday,Morning
20950,20950,4304a382-1527-4e7d-af7b-691d976f9ad4,worried,2020-09-18 19:29:00,video,tennis,negative,12,2020,September,18,Friday,Evening
20951,20951,4304a382-1527-4e7d-af7b-691d976f9ad4,disgust,2021-04-13 20:28:00,video,tennis,negative,0,2021,April,13,Tuesday,Evening
20952,20952,4304a382-1527-4e7d-af7b-691d976f9ad4,hate,2021-02-26 03:02:00,video,tennis,negative,5,2021,February,26,Friday,Night
20953,20953,4304a382-1527-4e7d-af7b-691d976f9ad4,heart,2021-06-01 12:35:00,video,tennis,positive,60,2021,June,1,Tuesday,Afternoon
20954,20954,4304a382-1527-4e7d-af7b-691d976f9ad4,dislike,2020-08-11 18:43:00,video,tennis,negative,10,2020,August,11,Tuesday,Evening
20955,20955,4304a382-1527-4e7d-af7b-691d976f9ad4,interested,2020-10-27 06:28:00,video,tennis,positive,30,2020,October,27,Tuesday,Morning
20956,20956,4304a382-1527-4e7d-af7b-691d976f9ad4,indifferent,2020-07-10 15:29:00,video,tennis,neutral,20,2020,July,10,Friday,Afternoon
20957,20957,4304a382-1527-4e7d-af7b-691d976f9ad4,disgust,2021-05-25 07:53:00,video,tennis,negative,0,2021,May,25,Tuesday,Morning
20958,20958,4304a382-1527-4e7d-af7b-691d976f9ad4,dislike,2021-06-10 05:35:00,video,tennis,negative,10,2021,June,10,Thursday,Morning
20959,20959,4304a382-1527-4e7d-af7b-691d976f9ad4,indifferent,2021-03-02 18:09:00,video,tennis,neutral,20,2021,March,2,Tuesday,Evening
20960,20960,4304a382-1527-4e7d-af7b-691d976f9ad4,indifferent,2020-12-07 15:30:00,video,tennis,neutral,20,2020,December,7,Monday,Afternoon
20961,20961,4304a382-1527-4e7d-af7b-691d976f9ad4,like,2021-01-03 07:17:00,video,tennis,positive,50,2021,January,3,Sunday,Morning
20962,20962,4304a382-1527-4e7d-af7b-691d976f9ad4,like,2020-11-04 04:10:00,video,tennis,positive,50,2020,November,4,Wednesday,Night
20963,20963,4304a382-1527-4e7d-af7b-691d976f9ad4,hate,2021-06-02 12:10:00,video,tennis,negative,5,2021,June,2,Wednesday,Afternoon
20964,20964,4304a382-1527-4e7d-af7b-691d976f9ad4,dislike,2020-08-28 10:11:00,video,tennis,negative,10,2020,August,28,Friday,Morning
20965,20965,4304a382-1527-4e7d-af7b-691d976f9ad4,love,2020-07-15 14:30:00,video,tennis,positive,65,2020,July,15,Wednesday,Afternoon
20966,20966,4304a382-1527-4e7d-af7b-691d976f9ad4,adore,2021-04-24 19:27:00,video,tennis,positive,72,2021,April,24,Saturday,Evening
20967,20967,4304a382-1527-4e7d-af7b-691d976f9ad4,like,2020-12-21 06:32:00,video,tennis,positive,50,2020,December,21,Monday,Morning
20968,20968,4304a382-1527-4e7d-af7b-691d976f9ad4,heart,2021-01-17 19:01:00,video,tennis,positive,60,2021,January,17,Sunday,Evening
20969,20969,4304a382-1527-4e7d-af7b-691d976f9ad4,intrigued,2020-10-19 22:10:00,video,tennis,positive,45,2020,October,19,Monday,Night
20970,20970,4304a382-1527-4e7d-af7b-691d976f9ad4,love,2021-03-24 05:58:00,video,tennis,positive,65,2021,March,24,Wednesday,Morning
20971,20971,4304a382-1527-4e7d-af7b-691d976f9ad4,indifferent,2021-03-11 20:28:00,video,tennis,neutral,20,2021,March,11,Thursday,Evening
20972,20972,4304a382-1527-4e7d-af7b-691d976f9ad4,heart,2020-09-15 23:48:00,video,tennis,positive,60,2020,September,15,Tuesday,Night
20973,20973,4304a382-1527-4e7d-af7b-691d976f9ad4,cherish,2021-05-01 16:02:00,video,tennis,positive,70,2021,May,1,Saturday,Afternoon
20974,20974,2ceee25a-8461-4409-ab41-7a72d97d722d,disgust,2021-06-05 09:14:00,photo,animals,negative,0,2021,June,5,Saturday,Morning
20975,20975,2ceee25a-8461-4409-ab41-7a72d97d722d,scared,2020-09-24 05:51:00,photo,animals,negative,15,2020,September,24,Thursday,Morning
20976,20976,2ceee25a-8461-4409-ab41-7a72d97d722d,interested,2020-10-10 20:17:00,photo,animals,positive,30,2020,October,10,Saturday,Evening
20977,20977,2ceee25a-8461-4409-ab41-7a72d97d722d,intrigued,2020-11-26 16:16:00,photo,animals,positive,45,2020,November,26,Thursday,Afternoon
20978,20978,2ceee25a-8461-4409-ab41-7a72d97d722d,worried,2021-06-10 20:44:00,photo,animals,negative,12,2021,June,10,Thursday,Evening
20979,20979,2ceee25a-8461-4409-ab41-7a72d97d722d,indifferent,2021-05-22 13:52:00,photo,animals,neutral,20,2021,May,22,Saturday,Afternoon
20980,20980,2ceee25a-8461-4409-ab41-7a72d97d722d,adore,2020-09-16 08:51:00,photo,animals,positive,72,2020,September,16,Wednesday,Morning
20981,20981,2ceee25a-8461-4409-ab41-7a72d97d722d,disgust,2020-09-06 08:25:00,photo,animals,negative,0,2020,September,6,Sunday,Morning
20982,20982,2ceee25a-8461-4409-ab41-7a72d97d722d,super love,2021-01-15 14:12:00,photo,animals,positive,75,2021,January,15,Friday,Afternoon
20983,20983,2ceee25a-8461-4409-ab41-7a72d97d722d,super love,2020-11-14 06:21:00,photo,animals,positive,75,2020,November,14,Saturday,Morning
20984,20984,2ceee25a-8461-4409-ab41-7a72d97d722d,interested,2020-08-05 10:24:00,photo,animals,positive,30,2020,August,5,Wednesday,Morning
20985,20985,2ceee25a-8461-4409-ab41-7a72d97d722d,peeking,2020-12-18 22:22:00,photo,animals,neutral,35,2020,December,18,Friday,Night
20986,20986,2ceee25a-8461-4409-ab41-7a72d97d722d,intrigued,2021-03-07 01:12:00,photo,animals,positive,45,2021,March,7,Sunday,Night
20987,20987,2ceee25a-8461-4409-ab41-7a72d97d722d,want,2020-07-17 16:20:00,photo,animals,positive,70,2020,July,17,Friday,Afternoon
20988,20988,2ceee25a-8461-4409-ab41-7a72d97d722d,adore,2021-01-24 21:10:00,photo,animals,positive,72,2021,January,24,Sunday,Night
20989,20989,2ceee25a-8461-4409-ab41-7a72d97d722d,cherish,2021-02-03 20:31:00,photo,animals,positive,70,2021,February,3,Wednesday,Evening
20990,20990,2ceee25a-8461-4409-ab41-7a72d97d722d,peeking,2021-04-30 12:00:00,photo,animals,neutral,35,2021,April,30,Friday,Afternoon
20991,20991,2ceee25a-8461-4409-ab41-7a72d97d722d,adore,2020-07-26 16:22:00,photo,animals,positive,72,2020,July,26,Sunday,Afternoon
20992,20992,2ceee25a-8461-4409-ab41-7a72d97d722d,scared,2021-03-13 11:26:00,photo,animals,negative,15,2021,March,13,Saturday,Morning
20993,20993,2ceee25a-8461-4409-ab41-7a72d97d722d,like,2021-04-12 13:02:00,photo,animals,positive,50,2021,April,12,Monday,Afternoon
20994,20994,2ceee25a-8461-4409-ab41-7a72d97d722d,hate,2021-05-17 00:05:00,photo,animals,negative,5,2021,May,17,Monday,Night
20995,20995,2ceee25a-8461-4409-ab41-7a72d97d722d,peeking,2020-07-03 18:42:00,photo,animals,neutral,35,2020,July,3,Friday,Evening
20996,20996,2ceee25a-8461-4409-ab41-7a72d97d722d,like,2020-12-16 19:21:00,photo,animals,positive,50,2020,December,16,Wednesday,Evening
20997,20997,2ceee25a-8461-4409-ab41-7a72d97d722d,peeking,2020-11-23 23:01:00,photo,animals,neutral,35,2020,November,23,Monday,Night
20998,20998,2ceee25a-8461-4409-ab41-7a72d97d722d,peeking,2020-08-11 07:11:00,photo,animals,neutral,35,2020,August,11,Tuesday,Morning
20999,20999,2ceee25a-8461-4409-ab41-7a72d97d722d,dislike,2020-08-02 01:45:00,photo,animals,negative,10,2020,August,2,Sunday,Night
21000,21000,2ceee25a-8461-4409-ab41-7a72d97d722d,intrigued,2020-12-11 13:36:00,photo,animals,positive,45,2020,December,11,Friday,Afternoon
21001,21001,2ceee25a-8461-4409-ab41-7a72d97d722d,love,2021-02-14 00:25:00,photo,animals,positive,65,2021,February,14,Sunday,Night
21002,21002,2ceee25a-8461-4409-ab41-7a72d97d722d,like,2020-11-28 10:12:00,photo,animals,positive,50,2020,November,28,Saturday,Morning
21003,21003,2ceee25a-8461-4409-ab41-7a72d97d722d,hate,2020-08-06 11:12:00,photo,animals,negative,5,2020,August,6,Thursday,Morning
21004,21004,2ceee25a-8461-4409-ab41-7a72d97d722d,want,2020-11-28 13:23:00,photo,animals,positive,70,2020,November,28,Saturday,Afternoon
21005,21005,2ceee25a-8461-4409-ab41-7a72d97d722d,indifferent,2020-08-03 02:33:00,photo,animals,neutral,20,2020,August,3,Monday,Night
21006,21006,2ceee25a-8461-4409-ab41-7a72d97d722d,want,2021-02-02 14:11:00,photo,animals,positive,70,2021,February,2,Tuesday,Afternoon
21007,21007,2ceee25a-8461-4409-ab41-7a72d97d722d,scared,2021-02-16 18:53:00,photo,animals,negative,15,2021,February,16,Tuesday,Evening
21008,21008,6407f238-511b-4ade-b77b-0f3bc8b2f300,heart,2021-03-27 05:03:00,audio,studying,positive,60,2021,March,27,Saturday,Morning
21009,21009,6407f238-511b-4ade-b77b-0f3bc8b2f300,cherish,2020-08-04 09:54:00,audio,studying,positive,70,2020,August,4,Tuesday,Morning
21010,21010,6407f238-511b-4ade-b77b-0f3bc8b2f300,love,2020-09-21 17:34:00,audio,studying,positive,65,2020,September,21,Monday,Evening
21011,21011,6407f238-511b-4ade-b77b-0f3bc8b2f300,worried,2021-01-16 23:53:00,audio,studying,negative,12,2021,January,16,Saturday,Night
21012,21012,6407f238-511b-4ade-b77b-0f3bc8b2f300,scared,2021-06-14 07:00:00,audio,studying,negative,15,2021,June,14,Monday,Morning
21013,21013,6407f238-511b-4ade-b77b-0f3bc8b2f300,super love,2020-09-27 07:21:00,audio,studying,positive,75,2020,September,27,Sunday,Morning
21014,21014,6407f238-511b-4ade-b77b-0f3bc8b2f300,super love,2020-11-02 10:47:00,audio,studying,positive,75,2020,November,2,Monday,Morning
21015,21015,6407f238-511b-4ade-b77b-0f3bc8b2f300,hate,2021-03-25 20:55:00,audio,studying,negative,5,2021,March,25,Thursday,Evening
21016,21016,6407f238-511b-4ade-b77b-0f3bc8b2f300,super love,2021-02-16 12:06:00,audio,studying,positive,75,2021,February,16,Tuesday,Afternoon
21017,21017,6407f238-511b-4ade-b77b-0f3bc8b2f300,adore,2021-01-31 00:51:00,audio,studying,positive,72,2021,January,31,Sunday,Night
21018,21018,6407f238-511b-4ade-b77b-0f3bc8b2f300,dislike,2021-02-10 20:02:00,audio,studying,negative,10,2021,February,10,Wednesday,Evening
21019,21019,6407f238-511b-4ade-b77b-0f3bc8b2f300,indifferent,2021-05-14 06:59:00,audio,studying,neutral,20,2021,May,14,Friday,Morning
21020,21020,437fab54-2c89-4b0b-8d89-dd2320d83e81,worried,2020-09-08 16:14:00,photo,tennis,negative,12,2020,September,8,Tuesday,Afternoon
21021,21021,437fab54-2c89-4b0b-8d89-dd2320d83e81,indifferent,2021-04-23 10:16:00,photo,tennis,neutral,20,2021,April,23,Friday,Morning
21022,21022,437fab54-2c89-4b0b-8d89-dd2320d83e81,adore,2021-05-23 11:39:00,photo,tennis,positive,72,2021,May,23,Sunday,Morning
21023,21023,437fab54-2c89-4b0b-8d89-dd2320d83e81,intrigued,2020-11-13 13:44:00,photo,tennis,positive,45,2020,November,13,Friday,Afternoon
21024,21024,437fab54-2c89-4b0b-8d89-dd2320d83e81,dislike,2021-04-05 02:29:00,photo,tennis,negative,10,2021,April,5,Monday,Night
21025,21025,437fab54-2c89-4b0b-8d89-dd2320d83e81,want,2020-06-26 19:06:00,photo,tennis,positive,70,2020,June,26,Friday,Evening
21026,21026,437fab54-2c89-4b0b-8d89-dd2320d83e81,peeking,2020-07-15 05:05:00,photo,tennis,neutral,35,2020,July,15,Wednesday,Morning
21027,21027,cad4858d-77e5-47f8-a6b9-4ce2971d8656,indifferent,2021-03-07 02:12:00,photo,cooking,neutral,20,2021,March,7,Sunday,Night
21028,21028,cad4858d-77e5-47f8-a6b9-4ce2971d8656,heart,2021-01-13 11:35:00,photo,cooking,positive,60,2021,January,13,Wednesday,Morning
21029,21029,cad4858d-77e5-47f8-a6b9-4ce2971d8656,peeking,2021-05-09 18:48:00,photo,cooking,neutral,35,2021,May,9,Sunday,Evening
21030,21030,cad4858d-77e5-47f8-a6b9-4ce2971d8656,interested,2021-02-02 01:35:00,photo,cooking,positive,30,2021,February,2,Tuesday,Night
21031,21031,cad4858d-77e5-47f8-a6b9-4ce2971d8656,intrigued,2021-01-01 16:45:00,photo,cooking,positive,45,2021,January,1,Friday,Afternoon
21032,21032,cad4858d-77e5-47f8-a6b9-4ce2971d8656,disgust,2020-10-08 01:49:00,photo,cooking,negative,0,2020,October,8,Thursday,Night
21033,21033,cad4858d-77e5-47f8-a6b9-4ce2971d8656,super love,2020-11-03 13:17:00,photo,cooking,positive,75,2020,November,3,Tuesday,Afternoon
21034,21034,a4f6b4c2-36bd-4232-bef8-66577a601163,scared,2020-11-25 22:20:00,photo,animals,negative,15,2020,November,25,Wednesday,Night
21035,21035,a4f6b4c2-36bd-4232-bef8-66577a601163,cherish,2020-11-04 08:28:00,photo,animals,positive,70,2020,November,4,Wednesday,Morning
21036,21036,a4f6b4c2-36bd-4232-bef8-66577a601163,worried,2020-09-30 17:17:00,photo,animals,negative,12,2020,September,30,Wednesday,Evening
21037,21037,a4f6b4c2-36bd-4232-bef8-66577a601163,want,2021-05-08 21:58:00,photo,animals,positive,70,2021,May,8,Saturday,Night
21038,21038,a4f6b4c2-36bd-4232-bef8-66577a601163,disgust,2021-02-27 05:27:00,photo,animals,negative,0,2021,February,27,Saturday,Morning
21039,21039,a4f6b4c2-36bd-4232-bef8-66577a601163,cherish,2021-01-03 23:33:00,photo,animals,positive,70,2021,January,3,Sunday,Night
21040,21040,a4f6b4c2-36bd-4232-bef8-66577a601163,peeking,2020-08-11 06:25:00,photo,animals,neutral,35,2020,August,11,Tuesday,Morning
21041,21041,a4f6b4c2-36bd-4232-bef8-66577a601163,love,2020-06-28 07:09:00,photo,animals,positive,65,2020,June,28,Sunday,Morning
21042,21042,a4f6b4c2-36bd-4232-bef8-66577a601163,adore,2020-08-21 20:30:00,photo,animals,positive,72,2020,August,21,Friday,Evening
21043,21043,a4f6b4c2-36bd-4232-bef8-66577a601163,scared,2021-03-17 12:00:00,photo,animals,negative,15,2021,March,17,Wednesday,Afternoon
21044,21044,a4f6b4c2-36bd-4232-bef8-66577a601163,indifferent,2020-09-09 07:04:00,photo,animals,neutral,20,2020,September,9,Wednesday,Morning
21045,21045,a4f6b4c2-36bd-4232-bef8-66577a601163,peeking,2021-04-11 04:15:00,photo,animals,neutral,35,2021,April,11,Sunday,Night
21046,21046,a4f6b4c2-36bd-4232-bef8-66577a601163,love,2021-04-22 00:48:00,photo,animals,positive,65,2021,April,22,Thursday,Night
21047,21047,a4f6b4c2-36bd-4232-bef8-66577a601163,scared,2020-06-30 17:15:00,photo,animals,negative,15,2020,June,30,Tuesday,Evening
21048,21048,a4f6b4c2-36bd-4232-bef8-66577a601163,disgust,2021-05-04 23:18:00,photo,animals,negative,0,2021,May,4,Tuesday,Night
21049,21049,a4f6b4c2-36bd-4232-bef8-66577a601163,like,2021-01-21 04:43:00,photo,animals,positive,50,2021,January,21,Thursday,Night
21050,21050,a4f6b4c2-36bd-4232-bef8-66577a601163,cherish,2021-06-12 14:28:00,photo,animals,positive,70,2021,June,12,Saturday,Afternoon
21051,21051,a4f6b4c2-36bd-4232-bef8-66577a601163,hate,2020-09-29 05:00:00,photo,animals,negative,5,2020,September,29,Tuesday,Morning
21052,21052,a4f6b4c2-36bd-4232-bef8-66577a601163,like,2020-11-17 19:47:00,photo,animals,positive,50,2020,November,17,Tuesday,Evening
21053,21053,a4f6b4c2-36bd-4232-bef8-66577a601163,cherish,2020-09-26 16:32:00,photo,animals,positive,70,2020,September,26,Saturday,Afternoon
21054,21054,a4f6b4c2-36bd-4232-bef8-66577a601163,heart,2020-12-26 17:40:00,photo,animals,positive,60,2020,December,26,Saturday,Evening
21055,21055,a4f6b4c2-36bd-4232-bef8-66577a601163,worried,2021-05-05 17:35:00,photo,animals,negative,12,2021,May,5,Wednesday,Evening
21056,21056,a4f6b4c2-36bd-4232-bef8-66577a601163,want,2021-01-05 16:19:00,photo,animals,positive,70,2021,January,5,Tuesday,Afternoon
21057,21057,a4f6b4c2-36bd-4232-bef8-66577a601163,indifferent,2020-11-21 17:15:00,photo,animals,neutral,20,2020,November,21,Saturday,Evening
21058,21058,a4f6b4c2-36bd-4232-bef8-66577a601163,scared,2021-01-11 20:45:00,photo,animals,negative,15,2021,January,11,Monday,Evening
21059,21059,a4f6b4c2-36bd-4232-bef8-66577a601163,peeking,2020-10-25 21:30:00,photo,animals,neutral,35,2020,October,25,Sunday,Night
21060,21060,a4f6b4c2-36bd-4232-bef8-66577a601163,hate,2021-06-03 19:26:00,photo,animals,negative,5,2021,June,3,Thursday,Evening
21061,21061,a4f6b4c2-36bd-4232-bef8-66577a601163,cherish,2020-11-23 17:17:00,photo,animals,positive,70,2020,November,23,Monday,Evening
21062,21062,a4f6b4c2-36bd-4232-bef8-66577a601163,love,2021-04-20 03:54:00,photo,animals,positive,65,2021,April,20,Tuesday,Night
21063,21063,a4f6b4c2-36bd-4232-bef8-66577a601163,peeking,2021-04-24 00:30:00,photo,animals,neutral,35,2021,April,24,Saturday,Night
21064,21064,a4f6b4c2-36bd-4232-bef8-66577a601163,heart,2020-08-23 10:25:00,photo,animals,positive,60,2020,August,23,Sunday,Morning
21065,21065,a4f6b4c2-36bd-4232-bef8-66577a601163,scared,2020-06-19 16:45:00,photo,animals,negative,15,2020,June,19,Friday,Afternoon
21066,21066,a4f6b4c2-36bd-4232-bef8-66577a601163,worried,2021-03-19 07:43:00,photo,animals,negative,12,2021,March,19,Friday,Morning
21067,21067,a4f6b4c2-36bd-4232-bef8-66577a601163,disgust,2021-04-06 03:28:00,photo,animals,negative,0,2021,April,6,Tuesday,Night
21068,21068,a4f6b4c2-36bd-4232-bef8-66577a601163,heart,2020-09-21 21:05:00,photo,animals,positive,60,2020,September,21,Monday,Night
21069,21069,a4f6b4c2-36bd-4232-bef8-66577a601163,like,2021-03-08 10:53:00,photo,animals,positive,50,2021,March,8,Monday,Morning
21070,21070,a4f6b4c2-36bd-4232-bef8-66577a601163,like,2021-04-06 12:08:00,photo,animals,positive,50,2021,April,6,Tuesday,Afternoon
21071,21071,a4f6b4c2-36bd-4232-bef8-66577a601163,dislike,2021-02-12 23:51:00,photo,animals,negative,10,2021,February,12,Friday,Night
21072,21072,a4f6b4c2-36bd-4232-bef8-66577a601163,worried,2021-03-28 04:29:00,photo,animals,negative,12,2021,March,28,Sunday,Night
21073,21073,a4f6b4c2-36bd-4232-bef8-66577a601163,adore,2020-10-12 08:52:00,photo,animals,positive,72,2020,October,12,Monday,Morning
21074,21074,a4f6b4c2-36bd-4232-bef8-66577a601163,adore,2020-11-06 15:35:00,photo,animals,positive,72,2020,November,6,Friday,Afternoon
21075,21075,a4f6b4c2-36bd-4232-bef8-66577a601163,love,2021-05-02 20:42:00,photo,animals,positive,65,2021,May,2,Sunday,Evening
21076,21076,a4f6b4c2-36bd-4232-bef8-66577a601163,love,2021-01-18 11:26:00,photo,animals,positive,65,2021,January,18,Monday,Morning
21077,21077,a4f6b4c2-36bd-4232-bef8-66577a601163,intrigued,2021-02-10 20:19:00,photo,animals,positive,45,2021,February,10,Wednesday,Evening
21078,21078,a4f6b4c2-36bd-4232-bef8-66577a601163,interested,2020-11-12 20:05:00,photo,animals,positive,30,2020,November,12,Thursday,Evening
21079,21079,a4f6b4c2-36bd-4232-bef8-66577a601163,heart,2021-01-09 22:48:00,photo,animals,positive,60,2021,January,9,Saturday,Night
21080,21080,f298ed7d-2aa2-4231-9523-c4013cef24c3,super love,2020-09-20 08:32:00,video,veganism,positive,75,2020,September,20,Sunday,Morning
21081,21081,f298ed7d-2aa2-4231-9523-c4013cef24c3,interested,2021-06-16 04:59:00,video,veganism,positive,30,2021,June,16,Wednesday,Night
21082,21082,f298ed7d-2aa2-4231-9523-c4013cef24c3,cherish,2020-09-10 09:48:00,video,veganism,positive,70,2020,September,10,Thursday,Morning
21083,21083,f298ed7d-2aa2-4231-9523-c4013cef24c3,peeking,2021-01-23 03:22:00,video,veganism,neutral,35,2021,January,23,Saturday,Night
21084,21084,8838fd48-05c4-4b57-a192-35e9ff67f9b2,scared,2021-03-08 04:13:00,video,soccer,negative,15,2021,March,8,Monday,Night
21085,21085,8838fd48-05c4-4b57-a192-35e9ff67f9b2,indifferent,2021-01-31 08:26:00,video,soccer,neutral,20,2021,January,31,Sunday,Morning
21086,21086,8838fd48-05c4-4b57-a192-35e9ff67f9b2,adore,2021-04-10 23:48:00,video,soccer,positive,72,2021,April,10,Saturday,Night
21087,21087,8838fd48-05c4-4b57-a192-35e9ff67f9b2,scared,2021-02-22 15:12:00,video,soccer,negative,15,2021,February,22,Monday,Afternoon
21088,21088,8838fd48-05c4-4b57-a192-35e9ff67f9b2,intrigued,2020-09-22 20:10:00,video,soccer,positive,45,2020,September,22,Tuesday,Evening
21089,21089,8838fd48-05c4-4b57-a192-35e9ff67f9b2,intrigued,2021-01-08 21:28:00,video,soccer,positive,45,2021,January,8,Friday,Night
21090,21090,8838fd48-05c4-4b57-a192-35e9ff67f9b2,scared,2021-04-01 17:35:00,video,soccer,negative,15,2021,April,1,Thursday,Evening
21091,21091,8838fd48-05c4-4b57-a192-35e9ff67f9b2,hate,2021-02-04 21:07:00,video,soccer,negative,5,2021,February,4,Thursday,Night
21092,21092,8838fd48-05c4-4b57-a192-35e9ff67f9b2,hate,2020-09-13 00:44:00,video,soccer,negative,5,2020,September,13,Sunday,Night
21093,21093,8838fd48-05c4-4b57-a192-35e9ff67f9b2,scared,2020-12-28 21:58:00,video,soccer,negative,15,2020,December,28,Monday,Night
21094,21094,8838fd48-05c4-4b57-a192-35e9ff67f9b2,scared,2020-11-17 05:00:00,video,soccer,negative,15,2020,November,17,Tuesday,Morning
21095,21095,8838fd48-05c4-4b57-a192-35e9ff67f9b2,interested,2020-08-09 15:39:00,video,soccer,positive,30,2020,August,9,Sunday,Afternoon
21096,21096,8838fd48-05c4-4b57-a192-35e9ff67f9b2,dislike,2021-04-03 15:28:00,video,soccer,negative,10,2021,April,3,Saturday,Afternoon
21097,21097,8838fd48-05c4-4b57-a192-35e9ff67f9b2,hate,2020-07-25 08:15:00,video,soccer,negative,5,2020,July,25,Saturday,Morning
21098,21098,01396602-c759-4a17-90f0-8f9b3ca11b30,dislike,2021-03-10 19:12:00,GIF,tennis,negative,10,2021,March,10,Wednesday,Evening
21099,21099,01396602-c759-4a17-90f0-8f9b3ca11b30,dislike,2021-04-12 01:21:00,GIF,tennis,negative,10,2021,April,12,Monday,Night
21100,21100,01396602-c759-4a17-90f0-8f9b3ca11b30,like,2021-05-09 05:35:00,GIF,tennis,positive,50,2021,May,9,Sunday,Morning
21101,21101,01396602-c759-4a17-90f0-8f9b3ca11b30,like,2021-02-01 06:35:00,GIF,tennis,positive,50,2021,February,1,Monday,Morning
21102,21102,01396602-c759-4a17-90f0-8f9b3ca11b30,indifferent,2021-01-01 09:57:00,GIF,tennis,neutral,20,2021,January,1,Friday,Morning
